air_temp,ghi,period_end,period
19,407,2023-01-23T06:00:00+00:00,PT60M
21,648,2023-01-23T07:00:00+00:00,PT60M
23,856,2023-01-23T08:00:00+00:00,PT60M
24,1014,2023-01-23T09:00:00+00:00,PT60M
26,1108,2023-01-23T10:00:00+00:00,PT60M
27,1130,2023-01-23T11:00:00+00:00,PT60M
28,1079,2023-01-23T12:00:00+00:00,PT60M
29,959,2023-01-23T13:00:00+00:00,PT60M
29,781,2023-01-23T14:00:00+00:00,PT60M
29,559,2023-01-23T15:00:00+00:00,PT60M
28,314,2023-01-23T16:00:00+00:00,PT60M
26,85,2023-01-23T17:00:00+00:00,PT60M
23,0,2023-01-23T18:00:00+00:00,PT60M
21,0,2023-01-23T19:00:00+00:00,PT60M
20,0,2023-01-23T20:00:00+00:00,PT60M
20,0,2023-01-23T21:00:00+00:00,PT60M
19,0,2023-01-23T22:00:00+00:00,PT60M
18,0,2023-01-23T23:00:00+00:00,PT60M
17,0,2023-01-24T00:00:00+00:00,PT60M
16,0,2023-01-24T01:00:00+00:00,PT60M
15,0,2023-01-24T02:00:00+00:00,PT60M
15,0,2023-01-24T03:00:00+00:00,PT60M
15,7,2023-01-24T04:00:00+00:00,PT60M
17,151,2023-01-24T05:00:00+00:00,PT60M
20,393,2023-01-24T06:00:00+00:00,PT60M
22,635,2023-01-24T07:00:00+00:00,PT60M
24,845,2023-01-24T08:00:00+00:00,PT60M
25,1004,2023-01-24T09:00:00+00:00,PT60M
27,1101,2023-01-24T10:00:00+00:00,PT60M
28,1127,2023-01-24T11:00:00+00:00,PT60M
29,1076,2023-01-24T12:00:00+00:00,PT60M
29,956,2023-01-24T13:00:00+00:00,PT60M
30,776,2023-01-24T14:00:00+00:00,PT60M
29,552,2023-01-24T15:00:00+00:00,PT60M
29,306,2023-01-24T16:00:00+00:00,PT60M
27,80,2023-01-24T17:00:00+00:00,PT60M
25,0,2023-01-24T18:00:00+00:00,PT60M
22,0,2023-01-24T19:00:00+00:00,PT60M
21,0,2023-01-24T20:00:00+00:00,PT60M
20,0,2023-01-24T21:00:00+00:00,PT60M
18,0,2023-01-24T22:00:00+00:00,PT60M
18,0,2023-01-24T23:00:00+00:00,PT60M
18,0,2023-01-25T00:00:00+00:00,PT60M
17,0,2023-01-25T01:00:00+00:00,PT60M
17,0,2023-01-25T02:00:00+00:00,PT60M
17,0,2023-01-25T03:00:00+00:00,PT60M
17,6,2023-01-25T04:00:00+00:00,PT60M
19,130,2023-01-25T05:00:00+00:00,PT60M
21,373,2023-01-25T06:00:00+00:00,PT60M
23,609,2023-01-25T07:00:00+00:00,PT60M
25,815,2023-01-25T08:00:00+00:00,PT60M
26,974,2023-01-25T09:00:00+00:00,PT60M
27,1071,2023-01-25T10:00:00+00:00,PT60M
28,1076,2023-01-25T11:00:00+00:00,PT60M
28,1045,2023-01-25T12:00:00+00:00,PT60M
28,921,2023-01-25T13:00:00+00:00,PT60M
28,724,2023-01-25T14:00:00+00:00,PT60M
27,445,2023-01-25T15:00:00+00:00,PT60M
26,253,2023-01-25T16:00:00+00:00,PT60M
25,36,2023-01-25T17:00:00+00:00,PT60M
23,0,2023-01-25T18:00:00+00:00,PT60M
21,0,2023-01-25T19:00:00+00:00,PT60M
20,0,2023-01-25T20:00:00+00:00,PT60M
19,0,2023-01-25T21:00:00+00:00,PT60M
18,0,2023-01-25T22:00:00+00:00,PT60M
17,0,2023-01-25T23:00:00+00:00,PT60M
16,0,2023-01-26T00:00:00+00:00,PT60M
16,0,2023-01-26T01:00:00+00:00,PT60M
16,0,2023-01-26T02:00:00+00:00,PT60M
16,0,2023-01-26T03:00:00+00:00,PT60M
16,5,2023-01-26T04:00:00+00:00,PT60M
17,129,2023-01-26T05:00:00+00:00,PT60M
19,338,2023-01-26T06:00:00+00:00,PT60M
20,363,2023-01-26T07:00:00+00:00,PT60M
22,682,2023-01-26T08:00:00+00:00,PT60M
23,956,2023-01-26T09:00:00+00:00,PT60M
25,1039,2023-01-26T10:00:00+00:00,PT60M
26,1019,2023-01-26T11:00:00+00:00,PT60M
26,904,2023-01-26T12:00:00+00:00,PT60M
27,831,2023-01-26T13:00:00+00:00,PT60M
27,641,2023-01-26T14:00:00+00:00,PT60M
27,496,2023-01-26T15:00:00+00:00,PT60M
26,269,2023-01-26T16:00:00+00:00,PT60M
25,64,2023-01-26T17:00:00+00:00,PT60M
23,0,2023-01-26T18:00:00+00:00,PT60M
22,0,2023-01-26T19:00:00+00:00,PT60M
21,0,2023-01-26T20:00:00+00:00,PT60M
20,0,2023-01-26T21:00:00+00:00,PT60M
19,0,2023-01-26T22:00:00+00:00,PT60M
18,0,2023-01-26T23:00:00+00:00,PT60M
17,0,2023-01-27T00:00:00+00:00,PT60M
16,0,2023-01-27T01:00:00+00:00,PT60M
16,0,2023-01-27T02:00:00+00:00,PT60M
15,0,2023-01-27T03:00:00+00:00,PT60M
16,4,2023-01-27T04:00:00+00:00,PT60M
17,97,2023-01-27T05:00:00+00:00,PT60M
19,320,2023-01-27T06:00:00+00:00,PT60M
21,600,2023-01-27T07:00:00+00:00,PT60M
22,812,2023-01-27T08:00:00+00:00,PT60M
23,949,2023-01-27T09:00:00+00:00,PT60M
25,1053,2023-01-27T10:00:00+00:00,PT60M
27,1079,2023-01-27T11:00:00+00:00,PT60M
27,1008,2023-01-27T12:00:00+00:00,PT60M
28,906,2023-01-27T13:00:00+00:00,PT60M
28,735,2023-01-27T14:00:00+00:00,PT60M
28,478,2023-01-27T15:00:00+00:00,PT60M
27,114,2023-01-27T16:00:00+00:00,PT60M
26,14,2023-01-27T17:00:00+00:00,PT60M
24,0,2023-01-27T18:00:00+00:00,PT60M
22,0,2023-01-27T19:00:00+00:00,PT60M
21,0,2023-01-27T20:00:00+00:00,PT60M
20,0,2023-01-27T21:00:00+00:00,PT60M
19,0,2023-01-27T22:00:00+00:00,PT60M
19,0,2023-01-27T23:00:00+00:00,PT60M
18,0,2023-01-28T00:00:00+00:00,PT60M
17,0,2023-01-28T01:00:00+00:00,PT60M
17,0,2023-01-28T02:00:00+00:00,PT60M
16,0,2023-01-28T03:00:00+00:00,PT60M
16,5,2023-01-28T04:00:00+00:00,PT60M
18,143,2023-01-28T05:00:00+00:00,PT60M
20,384,2023-01-28T06:00:00+00:00,PT60M
23,625,2023-01-28T07:00:00+00:00,PT60M
25,834,2023-01-28T08:00:00+00:00,PT60M
27,990,2023-01-28T09:00:00+00:00,PT60M
29,1080,2023-01-28T10:00:00+00:00,PT60M
30,1090,2023-01-28T11:00:00+00:00,PT60M
31,928,2023-01-28T12:00:00+00:00,PT60M
31,819,2023-01-28T13:00:00+00:00,PT60M
32,720,2023-01-28T14:00:00+00:00,PT60M
31,525,2023-01-28T15:00:00+00:00,PT60M
30,275,2023-01-28T16:00:00+00:00,PT60M
28,66,2023-01-28T17:00:00+00:00,PT60M
25,0,2023-01-28T18:00:00+00:00,PT60M
23,0,2023-01-28T19:00:00+00:00,PT60M
21,0,2023-01-28T20:00:00+00:00,PT60M
21,0,2023-01-28T21:00:00+00:00,PT60M
20,0,2023-01-28T22:00:00+00:00,PT60M
19,0,2023-01-28T23:00:00+00:00,PT60M
19,0,2023-01-29T00:00:00+00:00,PT60M
19,0,2023-01-29T01:00:00+00:00,PT60M
19,0,2023-01-29T02:00:00+00:00,PT60M
19,0,2023-01-29T03:00:00+00:00,PT60M
19,4,2023-01-29T04:00:00+00:00,PT60M
20,75,2023-01-29T05:00:00+00:00,PT60M
22,178,2023-01-29T06:00:00+00:00,PT60M
24,473,2023-01-29T07:00:00+00:00,PT60M
26,797,2023-01-29T08:00:00+00:00,PT60M
28,953,2023-01-29T09:00:00+00:00,PT60M
29,1049,2023-01-29T10:00:00+00:00,PT60M
30,758,2023-01-29T11:00:00+00:00,PT60M
30,349,2023-01-29T12:00:00+00:00,PT60M
30,661,2023-01-29T13:00:00+00:00,PT60M
30,228,2023-01-29T14:00:00+00:00,PT60M
27,50,2023-01-29T15:00:00+00:00,PT60M
24,145,2023-01-29T16:00:00+00:00,PT60M
22,52,2023-01-29T17:00:00+00:00,PT60M
20,0,2023-01-29T18:00:00+00:00,PT60M
19,0,2023-01-29T19:00:00+00:00,PT60M
18,0,2023-01-29T20:00:00+00:00,PT60M
18,0,2023-01-29T21:00:00+00:00,PT60M
18,0,2023-01-29T22:00:00+00:00,PT60M
17,0,2023-01-29T23:00:00+00:00,PT60M
17,0,2023-01-30T00:00:00+00:00,PT60M
16,0,2023-01-30T01:00:00+00:00,PT60M
16,0,2023-01-30T02:00:00+00:00,PT60M
16,0,2023-01-30T03:00:00+00:00,PT60M
16,1,2023-01-30T04:00:00+00:00,PT60M
16,26,2023-01-30T05:00:00+00:00,PT60M
17,61,2023-01-30T06:00:00+00:00,PT60M
17,195,2023-01-30T07:00:00+00:00,PT60M
18,446,2023-01-30T08:00:00+00:00,PT60M
19,604,2023-01-30T09:00:00+00:00,PT60M
21,730,2023-01-30T10:00:00+00:00,PT60M
22,772,2023-01-30T11:00:00+00:00,PT60M
23,511,2023-01-30T12:00:00+00:00,PT60M
23,661,2023-01-30T13:00:00+00:00,PT60M
23,587,2023-01-30T14:00:00+00:00,PT60M
23,437,2023-01-30T15:00:00+00:00,PT60M
22,286,2023-01-30T16:00:00+00:00,PT60M
21,70,2023-01-30T17:00:00+00:00,PT60M
19,0,2023-01-30T18:00:00+00:00,PT60M
18,0,2023-01-30T19:00:00+00:00,PT60M
18,0,2023-01-30T20:00:00+00:00,PT60M
18,0,2023-01-30T21:00:00+00:00,PT60M
17,0,2023-01-30T22:00:00+00:00,PT60M
16,0,2023-01-30T23:00:00+00:00,PT60M
16,0,2023-01-31T00:00:00+00:00,PT60M
16,0,2023-01-31T01:00:00+00:00,PT60M
16,0,2023-01-31T02:00:00+00:00,PT60M
16,0,2023-01-31T03:00:00+00:00,PT60M
16,2,2023-01-31T04:00:00+00:00,PT60M
17,37,2023-01-31T05:00:00+00:00,PT60M
18,78,2023-01-31T06:00:00+00:00,PT60M
19,412,2023-01-31T07:00:00+00:00,PT60M
21,792,2023-01-31T08:00:00+00:00,PT60M
22,945,2023-01-31T09:00:00+00:00,PT60M
24,852,2023-01-31T10:00:00+00:00,PT60M
24,903,2023-01-31T11:00:00+00:00,PT60M
25,837,2023-01-31T12:00:00+00:00,PT60M
25,865,2023-01-31T13:00:00+00:00,PT60M
24,527,2023-01-31T14:00:00+00:00,PT60M
24,115,2023-01-31T15:00:00+00:00,PT60M
23,184,2023-01-31T16:00:00+00:00,PT60M
22,47,2023-01-31T17:00:00+00:00,PT60M
21,0,2023-01-31T18:00:00+00:00,PT60M
20,0,2023-01-31T19:00:00+00:00,PT60M
19,0,2023-01-31T20:00:00+00:00,PT60M
19,0,2023-01-31T21:00:00+00:00,PT60M
18,0,2023-01-31T22:00:00+00:00,PT60M
18,0,2023-01-31T23:00:00+00:00,PT60M
18,0,2023-02-01T00:00:00+00:00,PT60M
17,0,2023-02-01T01:00:00+00:00,PT60M
17,0,2023-02-01T02:00:00+00:00,PT60M
17,0,2023-02-01T03:00:00+00:00,PT60M
17,1,2023-02-01T04:00:00+00:00,PT60M
17,34,2023-02-01T05:00:00+00:00,PT60M
18,96,2023-02-01T06:00:00+00:00,PT60M
18,129,2023-02-01T07:00:00+00:00,PT60M
19,183,2023-02-01T08:00:00+00:00,PT60M
20,289,2023-02-01T09:00:00+00:00,PT60M
20,260,2023-02-01T10:00:00+00:00,PT60M
20,314,2023-02-01T11:00:00+00:00,PT60M
21,353,2023-02-01T12:00:00+00:00,PT60M
21,220,2023-02-01T13:00:00+00:00,PT60M
21,206,2023-02-01T14:00:00+00:00,PT60M
20,114,2023-02-01T15:00:00+00:00,PT60M
19,101,2023-02-01T16:00:00+00:00,PT60M
18,26,2023-02-01T17:00:00+00:00,PT60M
18,0,2023-02-01T18:00:00+00:00,PT60M
18,0,2023-02-01T19:00:00+00:00,PT60M
18,0,2023-02-01T20:00:00+00:00,PT60M
17,0,2023-02-01T21:00:00+00:00,PT60M
17,0,2023-02-01T22:00:00+00:00,PT60M
17,0,2023-02-01T23:00:00+00:00,PT60M
16,0,2023-02-02T00:00:00+00:00,PT60M
16,0,2023-02-02T01:00:00+00:00,PT60M
17,0,2023-02-02T02:00:00+00:00,PT60M
17,0,2023-02-02T03:00:00+00:00,PT60M
17,2,2023-02-02T04:00:00+00:00,PT60M
17,95,2023-02-02T05:00:00+00:00,PT60M
19,179,2023-02-02T06:00:00+00:00,PT60M
21,294,2023-02-02T07:00:00+00:00,PT60M
22,534,2023-02-02T08:00:00+00:00,PT60M
22,736,2023-02-02T09:00:00+00:00,PT60M
23,716,2023-02-02T10:00:00+00:00,PT60M
23,678,2023-02-02T11:00:00+00:00,PT60M
23,603,2023-02-02T12:00:00+00:00,PT60M
24,391,2023-02-02T13:00:00+00:00,PT60M
23,122,2023-02-02T14:00:00+00:00,PT60M
23,80,2023-02-02T15:00:00+00:00,PT60M
22,109,2023-02-02T16:00:00+00:00,PT60M
21,16,2023-02-02T17:00:00+00:00,PT60M
20,0,2023-02-02T18:00:00+00:00,PT60M
19,0,2023-02-02T19:00:00+00:00,PT60M
19,0,2023-02-02T20:00:00+00:00,PT60M
18,0,2023-02-02T21:00:00+00:00,PT60M
18,0,2023-02-02T22:00:00+00:00,PT60M
17,0,2023-02-02T23:00:00+00:00,PT60M
17,0,2023-02-03T00:00:00+00:00,PT60M
17,0,2023-02-03T01:00:00+00:00,PT60M
17,0,2023-02-03T02:00:00+00:00,PT60M
17,0,2023-02-03T03:00:00+00:00,PT60M
17,1,2023-02-03T04:00:00+00:00,PT60M
18,34,2023-02-03T05:00:00+00:00,PT60M
19,89,2023-02-03T06:00:00+00:00,PT60M
19,242,2023-02-03T07:00:00+00:00,PT60M
21,587,2023-02-03T08:00:00+00:00,PT60M
22,780,2023-02-03T09:00:00+00:00,PT60M
24,896,2023-02-03T10:00:00+00:00,PT60M
25,717,2023-02-03T11:00:00+00:00,PT60M
26,510,2023-02-03T12:00:00+00:00,PT60M
26,413,2023-02-03T13:00:00+00:00,PT60M
25,321,2023-02-03T14:00:00+00:00,PT60M
23,78,2023-02-03T15:00:00+00:00,PT60M
22,70,2023-02-03T16:00:00+00:00,PT60M
21,26,2023-02-03T17:00:00+00:00,PT60M
21,0,2023-02-03T18:00:00+00:00,PT60M
19,0,2023-02-03T19:00:00+00:00,PT60M
18,0,2023-02-03T20:00:00+00:00,PT60M
18,0,2023-02-03T21:00:00+00:00,PT60M
17,0,2023-02-03T22:00:00+00:00,PT60M
16,0,2023-02-03T23:00:00+00:00,PT60M
16,0,2023-02-04T00:00:00+00:00,PT60M
16,0,2023-02-04T01:00:00+00:00,PT60M
16,0,2023-02-04T02:00:00+00:00,PT60M
16,0,2023-02-04T03:00:00+00:00,PT60M
17,2,2023-02-04T04:00:00+00:00,PT60M
17,109,2023-02-04T05:00:00+00:00,PT60M
18,342,2023-02-04T06:00:00+00:00,PT60M
19,581,2023-02-04T07:00:00+00:00,PT60M
20,744,2023-02-04T08:00:00+00:00,PT60M
21,917,2023-02-04T09:00:00+00:00,PT60M
23,1009,2023-02-04T10:00:00+00:00,PT60M
25,888,2023-02-04T11:00:00+00:00,PT60M
25,720,2023-02-04T12:00:00+00:00,PT60M
25,441,2023-02-04T13:00:00+00:00,PT60M
26,423,2023-02-04T14:00:00+00:00,PT60M
26,141,2023-02-04T15:00:00+00:00,PT60M
25,186,2023-02-04T16:00:00+00:00,PT60M
23,49,2023-02-04T17:00:00+00:00,PT60M
21,0,2023-02-04T18:00:00+00:00,PT60M
19,0,2023-02-04T19:00:00+00:00,PT60M
18,0,2023-02-04T20:00:00+00:00,PT60M
18,0,2023-02-04T21:00:00+00:00,PT60M
17,0,2023-02-04T22:00:00+00:00,PT60M
17,0,2023-02-04T23:00:00+00:00,PT60M
16,0,2023-02-05T00:00:00+00:00,PT60M
16,0,2023-02-05T01:00:00+00:00,PT60M
16,0,2023-02-05T02:00:00+00:00,PT60M
15,0,2023-02-05T03:00:00+00:00,PT60M
15,2,2023-02-05T04:00:00+00:00,PT60M
16,98,2023-02-05T05:00:00+00:00,PT60M
19,302,2023-02-05T06:00:00+00:00,PT60M
20,573,2023-02-05T07:00:00+00:00,PT60M
21,791,2023-02-05T08:00:00+00:00,PT60M
22,946,2023-02-05T09:00:00+00:00,PT60M
24,933,2023-02-05T10:00:00+00:00,PT60M
25,807,2023-02-05T11:00:00+00:00,PT60M
25,790,2023-02-05T12:00:00+00:00,PT60M
26,603,2023-02-05T13:00:00+00:00,PT60M
26,616,2023-02-05T14:00:00+00:00,PT60M
25,427,2023-02-05T15:00:00+00:00,PT60M
24,195,2023-02-05T16:00:00+00:00,PT60M
22,43,2023-02-05T17:00:00+00:00,PT60M
21,0,2023-02-05T18:00:00+00:00,PT60M
20,0,2023-02-05T19:00:00+00:00,PT60M
19,0,2023-02-05T20:00:00+00:00,PT60M
19,0,2023-02-05T21:00:00+00:00,PT60M
18,0,2023-02-05T22:00:00+00:00,PT60M
17,0,2023-02-05T23:00:00+00:00,PT60M
16,0,2023-02-06T00:00:00+00:00,PT60M
16,0,2023-02-06T01:00:00+00:00,PT60M
16,0,2023-02-06T02:00:00+00:00,PT60M
16,0,2023-02-06T03:00:00+00:00,PT60M
16,1,2023-02-06T04:00:00+00:00,PT60M
17,97,2023-02-06T05:00:00+00:00,PT60M
20,334,2023-02-06T06:00:00+00:00,PT60M
21,580,2023-02-06T07:00:00+00:00,PT60M
23,785,2023-02-06T08:00:00+00:00,PT60M
25,913,2023-02-06T09:00:00+00:00,PT60M
26,900,2023-02-06T10:00:00+00:00,PT60M
26,881,2023-02-06T11:00:00+00:00,PT60M
27,897,2023-02-06T12:00:00+00:00,PT60M
27,824,2023-02-06T13:00:00+00:00,PT60M
27,684,2023-02-06T14:00:00+00:00,PT60M
27,482,2023-02-06T15:00:00+00:00,PT60M
26,272,2023-02-06T16:00:00+00:00,PT60M
25,53,2023-02-06T17:00:00+00:00,PT60M
23,0,2023-02-06T18:00:00+00:00,PT60M
21,0,2023-02-06T19:00:00+00:00,PT60M
20,0,2023-02-06T20:00:00+00:00,PT60M
19,0,2023-02-06T21:00:00+00:00,PT60M
19,0,2023-02-06T22:00:00+00:00,PT60M
18,0,2023-02-06T23:00:00+00:00,PT60M
17,0,2023-02-07T00:00:00+00:00,PT60M
16,0,2023-02-07T01:00:00+00:00,PT60M
16,0,2023-02-07T02:00:00+00:00,PT60M
15,0,2023-02-07T03:00:00+00:00,PT60M
15,1,2023-02-07T04:00:00+00:00,PT60M
16,104,2023-02-07T05:00:00+00:00,PT60M
18,343,2023-02-07T06:00:00+00:00,PT60M
20,587,2023-02-07T07:00:00+00:00,PT60M
22,796,2023-02-07T08:00:00+00:00,PT60M
24,958,2023-02-07T09:00:00+00:00,PT60M
25,1063,2023-02-07T10:00:00+00:00,PT60M
27,1088,2023-02-07T11:00:00+00:00,PT60M
27,1033,2023-02-07T12:00:00+00:00,PT60M
27,831,2023-02-07T13:00:00+00:00,PT60M
27,652,2023-02-07T14:00:00+00:00,PT60M
26,331,2023-02-07T15:00:00+00:00,PT60M
26,121,2023-02-07T16:00:00+00:00,PT60M
24,19,2023-02-07T17:00:00+00:00,PT60M
22,0,2023-02-07T18:00:00+00:00,PT60M
21,0,2023-02-07T19:00:00+00:00,PT60M
20,0,2023-02-07T20:00:00+00:00,PT60M
20,0,2023-02-07T21:00:00+00:00,PT60M
20,0,2023-02-07T22:00:00+00:00,PT60M
19,0,2023-02-07T23:00:00+00:00,PT60M
19,0,2023-02-08T00:00:00+00:00,PT60M
18,0,2023-02-08T01:00:00+00:00,PT60M
18,0,2023-02-08T02:00:00+00:00,PT60M
18,0,2023-02-08T03:00:00+00:00,PT60M
18,1,2023-02-08T04:00:00+00:00,PT60M
18,26,2023-02-08T05:00:00+00:00,PT60M
19,53,2023-02-08T06:00:00+00:00,PT60M
20,109,2023-02-08T07:00:00+00:00,PT60M
20,202,2023-02-08T08:00:00+00:00,PT60M
21,399,2023-02-08T09:00:00+00:00,PT60M
21,384,2023-02-08T10:00:00+00:00,PT60M
22,185,2023-02-08T11:00:00+00:00,PT60M
22,288,2023-02-08T12:00:00+00:00,PT60M
22,473,2023-02-08T13:00:00+00:00,PT60M
21,222,2023-02-08T14:00:00+00:00,PT60M
20,125,2023-02-08T15:00:00+00:00,PT60M
20,112,2023-02-08T16:00:00+00:00,PT60M
20,22,2023-02-08T17:00:00+00:00,PT60M
19,0,2023-02-08T18:00:00+00:00,PT60M
20,0,2023-02-08T19:00:00+00:00,PT60M
19,0,2023-02-08T20:00:00+00:00,PT60M
17,0,2023-02-08T21:00:00+00:00,PT60M
17,0,2023-02-08T22:00:00+00:00,PT60M
17,0,2023-02-08T23:00:00+00:00,PT60M
17,0,2023-02-09T00:00:00+00:00,PT60M
16,0,2023-02-09T01:00:00+00:00,PT60M
16,0,2023-02-09T02:00:00+00:00,PT60M
16,0,2023-02-09T03:00:00+00:00,PT60M
16,0,2023-02-09T04:00:00+00:00,PT60M
17,23,2023-02-09T05:00:00+00:00,PT60M
18,61,2023-02-09T06:00:00+00:00,PT60M
19,206,2023-02-09T07:00:00+00:00,PT60M
20,270,2023-02-09T08:00:00+00:00,PT60M
21,336,2023-02-09T09:00:00+00:00,PT60M
22,354,2023-02-09T10:00:00+00:00,PT60M
23,115,2023-02-09T11:00:00+00:00,PT60M
22,218,2023-02-09T12:00:00+00:00,PT60M
22,415,2023-02-09T13:00:00+00:00,PT60M
22,396,2023-02-09T14:00:00+00:00,PT60M
22,260,2023-02-09T15:00:00+00:00,PT60M
21,39,2023-02-09T16:00:00+00:00,PT60M
20,9,2023-02-09T17:00:00+00:00,PT60M
19,0,2023-02-09T18:00:00+00:00,PT60M
18,0,2023-02-09T19:00:00+00:00,PT60M
18,0,2023-02-09T20:00:00+00:00,PT60M
17,0,2023-02-09T21:00:00+00:00,PT60M
17,0,2023-02-09T22:00:00+00:00,PT60M
17,0,2023-02-09T23:00:00+00:00,PT60M
17,0,2023-02-10T00:00:00+00:00,PT60M
17,0,2023-02-10T01:00:00+00:00,PT60M
17,0,2023-02-10T02:00:00+00:00,PT60M
17,0,2023-02-10T03:00:00+00:00,PT60M
17,0,2023-02-10T04:00:00+00:00,PT60M
17,29,2023-02-10T05:00:00+00:00,PT60M
18,68,2023-02-10T06:00:00+00:00,PT60M
18,99,2023-02-10T07:00:00+00:00,PT60M
18,173,2023-02-10T08:00:00+00:00,PT60M
18,315,2023-02-10T09:00:00+00:00,PT60M
19,445,2023-02-10T10:00:00+00:00,PT60M
20,172,2023-02-10T11:00:00+00:00,PT60M
20,166,2023-02-10T12:00:00+00:00,PT60M
19,370,2023-02-10T13:00:00+00:00,PT60M
19,218,2023-02-10T14:00:00+00:00,PT60M
19,122,2023-02-10T15:00:00+00:00,PT60M
18,64,2023-02-10T16:00:00+00:00,PT60M
18,19,2023-02-10T17:00:00+00:00,PT60M
17,0,2023-02-10T18:00:00+00:00,PT60M
17,0,2023-02-10T19:00:00+00:00,PT60M
17,0,2023-02-10T20:00:00+00:00,PT60M
17,0,2023-02-10T21:00:00+00:00,PT60M
17,0,2023-02-10T22:00:00+00:00,PT60M
17,0,2023-02-10T23:00:00+00:00,PT60M
16,0,2023-02-11T00:00:00+00:00,PT60M
16,0,2023-02-11T01:00:00+00:00,PT60M
16,0,2023-02-11T02:00:00+00:00,PT60M
16,0,2023-02-11T03:00:00+00:00,PT60M
16,0,2023-02-11T04:00:00+00:00,PT60M
16,17,2023-02-11T05:00:00+00:00,PT60M
17,17,2023-02-11T06:00:00+00:00,PT60M
17,46,2023-02-11T07:00:00+00:00,PT60M
18,116,2023-02-11T08:00:00+00:00,PT60M
18,219,2023-02-11T09:00:00+00:00,PT60M
19,207,2023-02-11T10:00:00+00:00,PT60M
19,170,2023-02-11T11:00:00+00:00,PT60M
20,239,2023-02-11T12:00:00+00:00,PT60M
20,491,2023-02-11T13:00:00+00:00,PT60M
21,346,2023-02-11T14:00:00+00:00,PT60M
21,223,2023-02-11T15:00:00+00:00,PT60M
20,93,2023-02-11T16:00:00+00:00,PT60M
19,39,2023-02-11T17:00:00+00:00,PT60M
18,0,2023-02-11T18:00:00+00:00,PT60M
18,0,2023-02-11T19:00:00+00:00,PT60M
17,0,2023-02-11T20:00:00+00:00,PT60M
17,0,2023-02-11T21:00:00+00:00,PT60M
17,0,2023-02-11T22:00:00+00:00,PT60M
17,0,2023-02-11T23:00:00+00:00,PT60M
17,0,2023-02-12T00:00:00+00:00,PT60M
17,0,2023-02-12T01:00:00+00:00,PT60M
17,0,2023-02-12T02:00:00+00:00,PT60M
17,0,2023-02-12T03:00:00+00:00,PT60M
17,0,2023-02-12T04:00:00+00:00,PT60M
18,63,2023-02-12T05:00:00+00:00,PT60M
18,158,2023-02-12T06:00:00+00:00,PT60M
20,291,2023-02-12T07:00:00+00:00,PT60M
21,448,2023-02-12T08:00:00+00:00,PT60M
22,643,2023-02-12T09:00:00+00:00,PT60M
23,809,2023-02-12T10:00:00+00:00,PT60M
24,994,2023-02-12T11:00:00+00:00,PT60M
25,1006,2023-02-12T12:00:00+00:00,PT60M
25,896,2023-02-12T13:00:00+00:00,PT60M
25,542,2023-02-12T14:00:00+00:00,PT60M
25,446,2023-02-12T15:00:00+00:00,PT60M
25,244,2023-02-12T16:00:00+00:00,PT60M
23,42,2023-02-12T17:00:00+00:00,PT60M
21,0,2023-02-12T18:00:00+00:00,PT60M
20,0,2023-02-12T19:00:00+00:00,PT60M
19,0,2023-02-12T20:00:00+00:00,PT60M
18,0,2023-02-12T21:00:00+00:00,PT60M
18,0,2023-02-12T22:00:00+00:00,PT60M
18,0,2023-02-12T23:00:00+00:00,PT60M
18,0,2023-02-13T00:00:00+00:00,PT60M
17,0,2023-02-13T01:00:00+00:00,PT60M
17,0,2023-02-13T02:00:00+00:00,PT60M
17,0,2023-02-13T03:00:00+00:00,PT60M
17,0,2023-02-13T04:00:00+00:00,PT60M
18,35,2023-02-13T05:00:00+00:00,PT60M
18,80,2023-02-13T06:00:00+00:00,PT60M
19,153,2023-02-13T07:00:00+00:00,PT60M
20,329,2023-02-13T08:00:00+00:00,PT60M
21,429,2023-02-13T09:00:00+00:00,PT60M
22,585,2023-02-13T10:00:00+00:00,PT60M
22,537,2023-02-13T11:00:00+00:00,PT60M
23,262,2023-02-13T12:00:00+00:00,PT60M
23,302,2023-02-13T13:00:00+00:00,PT60M
23,243,2023-02-13T14:00:00+00:00,PT60M
22,183,2023-02-13T15:00:00+00:00,PT60M
21,141,2023-02-13T16:00:00+00:00,PT60M
20,28,2023-02-13T17:00:00+00:00,PT60M
20,0,2023-02-13T18:00:00+00:00,PT60M
19,0,2023-02-13T19:00:00+00:00,PT60M
19,0,2023-02-13T20:00:00+00:00,PT60M
19,0,2023-02-13T21:00:00+00:00,PT60M
18,0,2023-02-13T22:00:00+00:00,PT60M
17,0,2023-02-13T23:00:00+00:00,PT60M
17,0,2023-02-14T00:00:00+00:00,PT60M
17,0,2023-02-14T01:00:00+00:00,PT60M
17,0,2023-02-14T02:00:00+00:00,PT60M
17,0,2023-02-14T03:00:00+00:00,PT60M
17,0,2023-02-14T04:00:00+00:00,PT60M
18,31,2023-02-14T05:00:00+00:00,PT60M
18,90,2023-02-14T06:00:00+00:00,PT60M
19,378,2023-02-14T07:00:00+00:00,PT60M
21,396,2023-02-14T08:00:00+00:00,PT60M
23,436,2023-02-14T09:00:00+00:00,PT60M
24,598,2023-02-14T10:00:00+00:00,PT60M
25,598,2023-02-14T11:00:00+00:00,PT60M
25,631,2023-02-14T12:00:00+00:00,PT60M
25,444,2023-02-14T13:00:00+00:00,PT60M
