air_temp,ghi,period_end,period
20,714,2023-07-23T11:00:00+00:00,PT60M
21,661,2023-07-23T12:00:00+00:00,PT60M
21,542,2023-07-23T13:00:00+00:00,PT60M
21,374,2023-07-23T14:00:00+00:00,PT60M
20,177,2023-07-23T15:00:00+00:00,PT60M
19,19,2023-07-23T16:00:00+00:00,PT60M
15,0,2023-07-23T17:00:00+00:00,PT60M
13,0,2023-07-23T18:00:00+00:00,PT60M
12,0,2023-07-23T19:00:00+00:00,PT60M
11,0,2023-07-23T20:00:00+00:00,PT60M
11,0,2023-07-23T21:00:00+00:00,PT60M
10,0,2023-07-23T22:00:00+00:00,PT60M
10,0,2023-07-23T23:00:00+00:00,PT60M
9,0,2023-07-24T00:00:00+00:00,PT60M
9,0,2023-07-24T01:00:00+00:00,PT60M
9,0,2023-07-24T02:00:00+00:00,PT60M
8,0,2023-07-24T03:00:00+00:00,PT60M
8,0,2023-07-24T04:00:00+00:00,PT60M
8,0,2023-07-24T05:00:00+00:00,PT60M
10,57,2023-07-24T06:00:00+00:00,PT60M
12,215,2023-07-24T07:00:00+00:00,PT60M
16,445,2023-07-24T08:00:00+00:00,PT60M
19,587,2023-07-24T09:00:00+00:00,PT60M
22,680,2023-07-24T10:00:00+00:00,PT60M
23,698,2023-07-24T11:00:00+00:00,PT60M
24,637,2023-07-24T12:00:00+00:00,PT60M
24,530,2023-07-24T13:00:00+00:00,PT60M
23,366,2023-07-24T14:00:00+00:00,PT60M
22,168,2023-07-24T15:00:00+00:00,PT60M
20,18,2023-07-24T16:00:00+00:00,PT60M
16,0,2023-07-24T17:00:00+00:00,PT60M
14,0,2023-07-24T18:00:00+00:00,PT60M
12,0,2023-07-24T19:00:00+00:00,PT60M
11,0,2023-07-24T20:00:00+00:00,PT60M
10,0,2023-07-24T21:00:00+00:00,PT60M
8,0,2023-07-24T22:00:00+00:00,PT60M
7,0,2023-07-24T23:00:00+00:00,PT60M
7,0,2023-07-25T00:00:00+00:00,PT60M
6,0,2023-07-25T01:00:00+00:00,PT60M
5,0,2023-07-25T02:00:00+00:00,PT60M
5,0,2023-07-25T03:00:00+00:00,PT60M
5,0,2023-07-25T04:00:00+00:00,PT60M
5,0,2023-07-25T05:00:00+00:00,PT60M
7,50,2023-07-25T06:00:00+00:00,PT60M
9,106,2023-07-25T07:00:00+00:00,PT60M
12,148,2023-07-25T08:00:00+00:00,PT60M
14,357,2023-07-25T09:00:00+00:00,PT60M
16,675,2023-07-25T10:00:00+00:00,PT60M
18,705,2023-07-25T11:00:00+00:00,PT60M
19,653,2023-07-25T12:00:00+00:00,PT60M
19,535,2023-07-25T13:00:00+00:00,PT60M
19,368,2023-07-25T14:00:00+00:00,PT60M
18,170,2023-07-25T15:00:00+00:00,PT60M
16,19,2023-07-25T16:00:00+00:00,PT60M
14,0,2023-07-25T17:00:00+00:00,PT60M
12,0,2023-07-25T18:00:00+00:00,PT60M
11,0,2023-07-25T19:00:00+00:00,PT60M
11,0,2023-07-25T20:00:00+00:00,PT60M
10,0,2023-07-25T21:00:00+00:00,PT60M
10,0,2023-07-25T22:00:00+00:00,PT60M
9,0,2023-07-25T23:00:00+00:00,PT60M
8,0,2023-07-26T00:00:00+00:00,PT60M
8,0,2023-07-26T01:00:00+00:00,PT60M
7,0,2023-07-26T02:00:00+00:00,PT60M
6,0,2023-07-26T03:00:00+00:00,PT60M
6,0,2023-07-26T04:00:00+00:00,PT60M
6,0,2023-07-26T05:00:00+00:00,PT60M
7,46,2023-07-26T06:00:00+00:00,PT60M
8,106,2023-07-26T07:00:00+00:00,PT60M
11,150,2023-07-26T08:00:00+00:00,PT60M
13,251,2023-07-26T09:00:00+00:00,PT60M
16,602,2023-07-26T10:00:00+00:00,PT60M
18,723,2023-07-26T11:00:00+00:00,PT60M
19,674,2023-07-26T12:00:00+00:00,PT60M
19,560,2023-07-26T13:00:00+00:00,PT60M
19,392,2023-07-26T14:00:00+00:00,PT60M
18,191,2023-07-26T15:00:00+00:00,PT60M
17,23,2023-07-26T16:00:00+00:00,PT60M
14,0,2023-07-26T17:00:00+00:00,PT60M
12,0,2023-07-26T18:00:00+00:00,PT60M
11,0,2023-07-26T19:00:00+00:00,PT60M
10,0,2023-07-26T20:00:00+00:00,PT60M
9,0,2023-07-26T21:00:00+00:00,PT60M
8,0,2023-07-26T22:00:00+00:00,PT60M
7,0,2023-07-26T23:00:00+00:00,PT60M
7,0,2023-07-27T00:00:00+00:00,PT60M
7,0,2023-07-27T01:00:00+00:00,PT60M
7,0,2023-07-27T02:00:00+00:00,PT60M
7,0,2023-07-27T03:00:00+00:00,PT60M
7,0,2023-07-27T04:00:00+00:00,PT60M
7,0,2023-07-27T05:00:00+00:00,PT60M
8,87,2023-07-27T06:00:00+00:00,PT60M
10,282,2023-07-27T07:00:00+00:00,PT60M
13,466,2023-07-27T08:00:00+00:00,PT60M
16,607,2023-07-27T09:00:00+00:00,PT60M
18,692,2023-07-27T10:00:00+00:00,PT60M
20,709,2023-07-27T11:00:00+00:00,PT60M
21,658,2023-07-27T12:00:00+00:00,PT60M
21,543,2023-07-27T13:00:00+00:00,PT60M
21,375,2023-07-27T14:00:00+00:00,PT60M
20,180,2023-07-27T15:00:00+00:00,PT60M
18,22,2023-07-27T16:00:00+00:00,PT60M
15,0,2023-07-27T17:00:00+00:00,PT60M
13,0,2023-07-27T18:00:00+00:00,PT60M
13,0,2023-07-27T19:00:00+00:00,PT60M
12,0,2023-07-27T20:00:00+00:00,PT60M
12,0,2023-07-27T21:00:00+00:00,PT60M
11,0,2023-07-27T22:00:00+00:00,PT60M
10,0,2023-07-27T23:00:00+00:00,PT60M
10,0,2023-07-28T00:00:00+00:00,PT60M
10,0,2023-07-28T01:00:00+00:00,PT60M
10,0,2023-07-28T02:00:00+00:00,PT60M
10,0,2023-07-28T03:00:00+00:00,PT60M
10,0,2023-07-28T04:00:00+00:00,PT60M
10,0,2023-07-28T05:00:00+00:00,PT60M
11,92,2023-07-28T06:00:00+00:00,PT60M
13,293,2023-07-28T07:00:00+00:00,PT60M
17,480,2023-07-28T08:00:00+00:00,PT60M
20,623,2023-07-28T09:00:00+00:00,PT60M
22,711,2023-07-28T10:00:00+00:00,PT60M
23,728,2023-07-28T11:00:00+00:00,PT60M
23,660,2023-07-28T12:00:00+00:00,PT60M
23,560,2023-07-28T13:00:00+00:00,PT60M
23,392,2023-07-28T14:00:00+00:00,PT60M
21,192,2023-07-28T15:00:00+00:00,PT60M
19,24,2023-07-28T16:00:00+00:00,PT60M
16,0,2023-07-28T17:00:00+00:00,PT60M
14,0,2023-07-28T18:00:00+00:00,PT60M
13,0,2023-07-28T19:00:00+00:00,PT60M
12,0,2023-07-28T20:00:00+00:00,PT60M
11,0,2023-07-28T21:00:00+00:00,PT60M
10,0,2023-07-28T22:00:00+00:00,PT60M
9,0,2023-07-28T23:00:00+00:00,PT60M
9,0,2023-07-29T00:00:00+00:00,PT60M
9,0,2023-07-29T01:00:00+00:00,PT60M
9,0,2023-07-29T02:00:00+00:00,PT60M
9,0,2023-07-29T03:00:00+00:00,PT60M
9,0,2023-07-29T04:00:00+00:00,PT60M
9,0,2023-07-29T05:00:00+00:00,PT60M
11,88,2023-07-29T06:00:00+00:00,PT60M
13,289,2023-07-29T07:00:00+00:00,PT60M
16,471,2023-07-29T08:00:00+00:00,PT60M
19,614,2023-07-29T09:00:00+00:00,PT60M
21,701,2023-07-29T10:00:00+00:00,PT60M
22,715,2023-07-29T11:00:00+00:00,PT60M
23,658,2023-07-29T12:00:00+00:00,PT60M
23,535,2023-07-29T13:00:00+00:00,PT60M
23,353,2023-07-29T14:00:00+00:00,PT60M
22,160,2023-07-29T15:00:00+00:00,PT60M
21,19,2023-07-29T16:00:00+00:00,PT60M
19,0,2023-07-29T17:00:00+00:00,PT60M
17,0,2023-07-29T18:00:00+00:00,PT60M
16,0,2023-07-29T19:00:00+00:00,PT60M
13,0,2023-07-29T20:00:00+00:00,PT60M
12,0,2023-07-29T21:00:00+00:00,PT60M
10,0,2023-07-29T22:00:00+00:00,PT60M
9,0,2023-07-29T23:00:00+00:00,PT60M
8,0,2023-07-30T00:00:00+00:00,PT60M
7,0,2023-07-30T01:00:00+00:00,PT60M
6,0,2023-07-30T02:00:00+00:00,PT60M
4,0,2023-07-30T03:00:00+00:00,PT60M
3,0,2023-07-30T04:00:00+00:00,PT60M
3,1,2023-07-30T05:00:00+00:00,PT60M
3,107,2023-07-30T06:00:00+00:00,PT60M
4,287,2023-07-30T07:00:00+00:00,PT60M
6,441,2023-07-30T08:00:00+00:00,PT60M
7,634,2023-07-30T09:00:00+00:00,PT60M
9,744,2023-07-30T10:00:00+00:00,PT60M
11,760,2023-07-30T11:00:00+00:00,PT60M
11,708,2023-07-30T12:00:00+00:00,PT60M
11,592,2023-07-30T13:00:00+00:00,PT60M
11,423,2023-07-30T14:00:00+00:00,PT60M
11,215,2023-07-30T15:00:00+00:00,PT60M
9,29,2023-07-30T16:00:00+00:00,PT60M
7,0,2023-07-30T17:00:00+00:00,PT60M
5,0,2023-07-30T18:00:00+00:00,PT60M
4,0,2023-07-30T19:00:00+00:00,PT60M
4,0,2023-07-30T20:00:00+00:00,PT60M
3,0,2023-07-30T21:00:00+00:00,PT60M
2,0,2023-07-30T22:00:00+00:00,PT60M
1,0,2023-07-30T23:00:00+00:00,PT60M
1,0,2023-07-31T00:00:00+00:00,PT60M
0,0,2023-07-31T01:00:00+00:00,PT60M
-0,0,2023-07-31T02:00:00+00:00,PT60M
-0,0,2023-07-31T03:00:00+00:00,PT60M
-0,0,2023-07-31T04:00:00+00:00,PT60M
-0,1,2023-07-31T05:00:00+00:00,PT60M
1,113,2023-07-31T06:00:00+00:00,PT60M
4,329,2023-07-31T07:00:00+00:00,PT60M
8,525,2023-07-31T08:00:00+00:00,PT60M
10,673,2023-07-31T09:00:00+00:00,PT60M
12,757,2023-07-31T10:00:00+00:00,PT60M
14,771,2023-07-31T11:00:00+00:00,PT60M
15,715,2023-07-31T12:00:00+00:00,PT60M
16,594,2023-07-31T13:00:00+00:00,PT60M
16,422,2023-07-31T14:00:00+00:00,PT60M
15,214,2023-07-31T15:00:00+00:00,PT60M
13,30,2023-07-31T16:00:00+00:00,PT60M
10,0,2023-07-31T17:00:00+00:00,PT60M
7,0,2023-07-31T18:00:00+00:00,PT60M
6,0,2023-07-31T19:00:00+00:00,PT60M
6,0,2023-07-31T20:00:00+00:00,PT60M
5,0,2023-07-31T21:00:00+00:00,PT60M
4,0,2023-07-31T22:00:00+00:00,PT60M
3,0,2023-07-31T23:00:00+00:00,PT60M
3,0,2023-08-01T00:00:00+00:00,PT60M
3,0,2023-08-01T01:00:00+00:00,PT60M
2,0,2023-08-01T02:00:00+00:00,PT60M
2,0,2023-08-01T03:00:00+00:00,PT60M
2,0,2023-08-01T04:00:00+00:00,PT60M
2,1,2023-08-01T05:00:00+00:00,PT60M
3,117,2023-08-01T06:00:00+00:00,PT60M
5,335,2023-08-01T07:00:00+00:00,PT60M
8,532,2023-08-01T08:00:00+00:00,PT60M
12,679,2023-08-01T09:00:00+00:00,PT60M
15,764,2023-08-01T10:00:00+00:00,PT60M
17,777,2023-08-01T11:00:00+00:00,PT60M
17,719,2023-08-01T12:00:00+00:00,PT60M
18,596,2023-08-01T13:00:00+00:00,PT60M
18,418,2023-08-01T14:00:00+00:00,PT60M
16,207,2023-08-01T15:00:00+00:00,PT60M
14,28,2023-08-01T16:00:00+00:00,PT60M
11,0,2023-08-01T17:00:00+00:00,PT60M
8,0,2023-08-01T18:00:00+00:00,PT60M
7,0,2023-08-01T19:00:00+00:00,PT60M
7,0,2023-08-01T20:00:00+00:00,PT60M
6,0,2023-08-01T21:00:00+00:00,PT60M
5,0,2023-08-01T22:00:00+00:00,PT60M
4,0,2023-08-01T23:00:00+00:00,PT60M
3,0,2023-08-02T00:00:00+00:00,PT60M
3,0,2023-08-02T01:00:00+00:00,PT60M
3,0,2023-08-02T02:00:00+00:00,PT60M
3,0,2023-08-02T03:00:00+00:00,PT60M
3,0,2023-08-02T04:00:00+00:00,PT60M
4,1,2023-08-02T05:00:00+00:00,PT60M
5,50,2023-08-02T06:00:00+00:00,PT60M
7,106,2023-08-02T07:00:00+00:00,PT60M
10,242,2023-08-02T08:00:00+00:00,PT60M
12,533,2023-08-02T09:00:00+00:00,PT60M
14,708,2023-08-02T10:00:00+00:00,PT60M
15,747,2023-08-02T11:00:00+00:00,PT60M
16,702,2023-08-02T12:00:00+00:00,PT60M
16,582,2023-08-02T13:00:00+00:00,PT60M
16,416,2023-08-02T14:00:00+00:00,PT60M
14,210,2023-08-02T15:00:00+00:00,PT60M
13,30,2023-08-02T16:00:00+00:00,PT60M
11,0,2023-08-02T17:00:00+00:00,PT60M
9,0,2023-08-02T18:00:00+00:00,PT60M
8,0,2023-08-02T19:00:00+00:00,PT60M
7,0,2023-08-02T20:00:00+00:00,PT60M
6,0,2023-08-02T21:00:00+00:00,PT60M
5,0,2023-08-02T22:00:00+00:00,PT60M
4,0,2023-08-02T23:00:00+00:00,PT60M
4,0,2023-08-03T00:00:00+00:00,PT60M
3,0,2023-08-03T01:00:00+00:00,PT60M
3,0,2023-08-03T02:00:00+00:00,PT60M
3,0,2023-08-03T03:00:00+00:00,PT60M
3,0,2023-08-03T04:00:00+00:00,PT60M
3,1,2023-08-03T05:00:00+00:00,PT60M
4,88,2023-08-03T06:00:00+00:00,PT60M
7,183,2023-08-03T07:00:00+00:00,PT60M
10,377,2023-08-03T08:00:00+00:00,PT60M
12,509,2023-08-03T09:00:00+00:00,PT60M
14,586,2023-08-03T10:00:00+00:00,PT60M
15,687,2023-08-03T11:00:00+00:00,PT60M
15,708,2023-08-03T12:00:00+00:00,PT60M
16,592,2023-08-03T13:00:00+00:00,PT60M
16,421,2023-08-03T14:00:00+00:00,PT60M
15,214,2023-08-03T15:00:00+00:00,PT60M
13,31,2023-08-03T16:00:00+00:00,PT60M
10,0,2023-08-03T17:00:00+00:00,PT60M
7,0,2023-08-03T18:00:00+00:00,PT60M
6,0,2023-08-03T19:00:00+00:00,PT60M
6,0,2023-08-03T20:00:00+00:00,PT60M
5,0,2023-08-03T21:00:00+00:00,PT60M
4,0,2023-08-03T22:00:00+00:00,PT60M
3,0,2023-08-03T23:00:00+00:00,PT60M
3,0,2023-08-04T00:00:00+00:00,PT60M
3,0,2023-08-04T01:00:00+00:00,PT60M
2,0,2023-08-04T02:00:00+00:00,PT60M
1,0,2023-08-04T03:00:00+00:00,PT60M
1,0,2023-08-04T04:00:00+00:00,PT60M
1,1,2023-08-04T05:00:00+00:00,PT60M
3,114,2023-08-04T06:00:00+00:00,PT60M
7,326,2023-08-04T07:00:00+00:00,PT60M
10,520,2023-08-04T08:00:00+00:00,PT60M
12,665,2023-08-04T09:00:00+00:00,PT60M
14,752,2023-08-04T10:00:00+00:00,PT60M
15,768,2023-08-04T11:00:00+00:00,PT60M
16,714,2023-08-04T12:00:00+00:00,PT60M
16,596,2023-08-04T13:00:00+00:00,PT60M
16,396,2023-08-04T14:00:00+00:00,PT60M
16,202,2023-08-04T15:00:00+00:00,PT60M
14,28,2023-08-04T16:00:00+00:00,PT60M
10,0,2023-08-04T17:00:00+00:00,PT60M
8,0,2023-08-04T18:00:00+00:00,PT60M
8,0,2023-08-04T19:00:00+00:00,PT60M
8,0,2023-08-04T20:00:00+00:00,PT60M
7,0,2023-08-04T21:00:00+00:00,PT60M
6,0,2023-08-04T22:00:00+00:00,PT60M
5,0,2023-08-04T23:00:00+00:00,PT60M
5,0,2023-08-05T00:00:00+00:00,PT60M
4,0,2023-08-05T01:00:00+00:00,PT60M
4,0,2023-08-05T02:00:00+00:00,PT60M
4,0,2023-08-05T03:00:00+00:00,PT60M
4,0,2023-08-05T04:00:00+00:00,PT60M
4,2,2023-08-05T05:00:00+00:00,PT60M
5,106,2023-08-05T06:00:00+00:00,PT60M
8,292,2023-08-05T07:00:00+00:00,PT60M
12,495,2023-08-05T08:00:00+00:00,PT60M
14,657,2023-08-05T09:00:00+00:00,PT60M
16,749,2023-08-05T10:00:00+00:00,PT60M
17,765,2023-08-05T11:00:00+00:00,PT60M
18,711,2023-08-05T12:00:00+00:00,PT60M
18,590,2023-08-05T13:00:00+00:00,PT60M
18,417,2023-08-05T14:00:00+00:00,PT60M
17,210,2023-08-05T15:00:00+00:00,PT60M
15,31,2023-08-05T16:00:00+00:00,PT60M
12,0,2023-08-05T17:00:00+00:00,PT60M
11,0,2023-08-05T18:00:00+00:00,PT60M
11,0,2023-08-05T19:00:00+00:00,PT60M
9,0,2023-08-05T20:00:00+00:00,PT60M
8,0,2023-08-05T21:00:00+00:00,PT60M
7,0,2023-08-05T22:00:00+00:00,PT60M
7,0,2023-08-05T23:00:00+00:00,PT60M
6,0,2023-08-06T00:00:00+00:00,PT60M
5,0,2023-08-06T01:00:00+00:00,PT60M
4,0,2023-08-06T02:00:00+00:00,PT60M
4,0,2023-08-06T03:00:00+00:00,PT60M
4,0,2023-08-06T04:00:00+00:00,PT60M
4,2,2023-08-06T05:00:00+00:00,PT60M
5,117,2023-08-06T06:00:00+00:00,PT60M
9,330,2023-08-06T07:00:00+00:00,PT60M
13,524,2023-08-06T08:00:00+00:00,PT60M
15,673,2023-08-06T09:00:00+00:00,PT60M
17,765,2023-08-06T10:00:00+00:00,PT60M
19,782,2023-08-06T11:00:00+00:00,PT60M
19,728,2023-08-06T12:00:00+00:00,PT60M
20,607,2023-08-06T13:00:00+00:00,PT60M
20,430,2023-08-06T14:00:00+00:00,PT60M
20,220,2023-08-06T15:00:00+00:00,PT60M
18,34,2023-08-06T16:00:00+00:00,PT60M
14,0,2023-08-06T17:00:00+00:00,PT60M
12,0,2023-08-06T18:00:00+00:00,PT60M
11,0,2023-08-06T19:00:00+00:00,PT60M
9,0,2023-08-06T20:00:00+00:00,PT60M
8,0,2023-08-06T21:00:00+00:00,PT60M
6,0,2023-08-06T22:00:00+00:00,PT60M
5,0,2023-08-06T23:00:00+00:00,PT60M
5,0,2023-08-07T00:00:00+00:00,PT60M
4,0,2023-08-07T01:00:00+00:00,PT60M
3,0,2023-08-07T02:00:00+00:00,PT60M
3,0,2023-08-07T03:00:00+00:00,PT60M
3,0,2023-08-07T04:00:00+00:00,PT60M
3,2,2023-08-07T05:00:00+00:00,PT60M
5,127,2023-08-07T06:00:00+00:00,PT60M
10,347,2023-08-07T07:00:00+00:00,PT60M
15,546,2023-08-07T08:00:00+00:00,PT60M
18,695,2023-08-07T09:00:00+00:00,PT60M
20,782,2023-08-07T10:00:00+00:00,PT60M
22,799,2023-08-07T11:00:00+00:00,PT60M
23,742,2023-08-07T12:00:00+00:00,PT60M
23,616,2023-08-07T13:00:00+00:00,PT60M
23,436,2023-08-07T14:00:00+00:00,PT60M
23,222,2023-08-07T15:00:00+00:00,PT60M
22,34,2023-08-07T16:00:00+00:00,PT60M
19,0,2023-08-07T17:00:00+00:00,PT60M
15,0,2023-08-07T18:00:00+00:00,PT60M
13,0,2023-08-07T19:00:00+00:00,PT60M
11,0,2023-08-07T20:00:00+00:00,PT60M
9,0,2023-08-07T21:00:00+00:00,PT60M
7,0,2023-08-07T22:00:00+00:00,PT60M
6,0,2023-08-07T23:00:00+00:00,PT60M
5,0,2023-08-08T00:00:00+00:00,PT60M
4,0,2023-08-08T01:00:00+00:00,PT60M
4,0,2023-08-08T02:00:00+00:00,PT60M
3,0,2023-08-08T03:00:00+00:00,PT60M
3,0,2023-08-08T04:00:00+00:00,PT60M
4,2,2023-08-08T05:00:00+00:00,PT60M
6,120,2023-08-08T06:00:00+00:00,PT60M
11,335,2023-08-08T07:00:00+00:00,PT60M
15,532,2023-08-08T08:00:00+00:00,PT60M
19,681,2023-08-08T09:00:00+00:00,PT60M
21,770,2023-08-08T10:00:00+00:00,PT60M
22,786,2023-08-08T11:00:00+00:00,PT60M
23,729,2023-08-08T12:00:00+00:00,PT60M
23,600,2023-08-08T13:00:00+00:00,PT60M
23,422,2023-08-08T14:00:00+00:00,PT60M
22,212,2023-08-08T15:00:00+00:00,PT60M
20,32,2023-08-08T16:00:00+00:00,PT60M
18,0,2023-08-08T17:00:00+00:00,PT60M
16,0,2023-08-08T18:00:00+00:00,PT60M
15,0,2023-08-08T19:00:00+00:00,PT60M
13,0,2023-08-08T20:00:00+00:00,PT60M
11,0,2023-08-08T21:00:00+00:00,PT60M
9,0,2023-08-08T22:00:00+00:00,PT60M
8,0,2023-08-08T23:00:00+00:00,PT60M
7,0,2023-08-09T00:00:00+00:00,PT60M
6,0,2023-08-09T01:00:00+00:00,PT60M
6,0,2023-08-09T02:00:00+00:00,PT60M
5,0,2023-08-09T03:00:00+00:00,PT60M
6,0,2023-08-09T04:00:00+00:00,PT60M
6,2,2023-08-09T05:00:00+00:00,PT60M
8,106,2023-08-09T06:00:00+00:00,PT60M
12,309,2023-08-09T07:00:00+00:00,PT60M
15,521,2023-08-09T08:00:00+00:00,PT60M
18,678,2023-08-09T09:00:00+00:00,PT60M
19,768,2023-08-09T10:00:00+00:00,PT60M
20,781,2023-08-09T11:00:00+00:00,PT60M
20,722,2023-08-09T12:00:00+00:00,PT60M
20,596,2023-08-09T13:00:00+00:00,PT60M
20,418,2023-08-09T14:00:00+00:00,PT60M
19,210,2023-08-09T15:00:00+00:00,PT60M
17,32,2023-08-09T16:00:00+00:00,PT60M
14,0,2023-08-09T17:00:00+00:00,PT60M
13,0,2023-08-09T18:00:00+00:00,PT60M
13,0,2023-08-09T19:00:00+00:00,PT60M
12,0,2023-08-09T20:00:00+00:00,PT60M
11,0,2023-08-09T21:00:00+00:00,PT60M
9,0,2023-08-09T22:00:00+00:00,PT60M
8,0,2023-08-09T23:00:00+00:00,PT60M
7,0,2023-08-10T00:00:00+00:00,PT60M
6,0,2023-08-10T01:00:00+00:00,PT60M
6,0,2023-08-10T02:00:00+00:00,PT60M
6,0,2023-08-10T03:00:00+00:00,PT60M
6,0,2023-08-10T04:00:00+00:00,PT60M
6,3,2023-08-10T05:00:00+00:00,PT60M
7,118,2023-08-10T06:00:00+00:00,PT60M
10,332,2023-08-10T07:00:00+00:00,PT60M
13,532,2023-08-10T08:00:00+00:00,PT60M
15,684,2023-08-10T09:00:00+00:00,PT60M
17,773,2023-08-10T10:00:00+00:00,PT60M
18,788,2023-08-10T11:00:00+00:00,PT60M
18,733,2023-08-10T12:00:00+00:00,PT60M
19,611,2023-08-10T13:00:00+00:00,PT60M
18,435,2023-08-10T14:00:00+00:00,PT60M
17,226,2023-08-10T15:00:00+00:00,PT60M
16,36,2023-08-10T16:00:00+00:00,PT60M
14,0,2023-08-10T17:00:00+00:00,PT60M
12,0,2023-08-10T18:00:00+00:00,PT60M
11,0,2023-08-10T19:00:00+00:00,PT60M
10,0,2023-08-10T20:00:00+00:00,PT60M
10,0,2023-08-10T21:00:00+00:00,PT60M
9,0,2023-08-10T22:00:00+00:00,PT60M
9,0,2023-08-10T23:00:00+00:00,PT60M
8,0,2023-08-11T00:00:00+00:00,PT60M
7,0,2023-08-11T01:00:00+00:00,PT60M
6,0,2023-08-11T02:00:00+00:00,PT60M
6,0,2023-08-11T03:00:00+00:00,PT60M
6,0,2023-08-11T04:00:00+00:00,PT60M
6,3,2023-08-11T05:00:00+00:00,PT60M
8,93,2023-08-11T06:00:00+00:00,PT60M
11,278,2023-08-11T07:00:00+00:00,PT60M
14,521,2023-08-11T08:00:00+00:00,PT60M
16,675,2023-08-11T09:00:00+00:00,PT60M
17,703,2023-08-11T10:00:00+00:00,PT60M
18,300,2023-08-11T11:00:00+00:00,PT60M
18,117,2023-08-11T12:00:00+00:00,PT60M
18,56,2023-08-11T13:00:00+00:00,PT60M
18,37,2023-08-11T14:00:00+00:00,PT60M
17,48,2023-08-11T15:00:00+00:00,PT60M
16,14,2023-08-11T16:00:00+00:00,PT60M
14,0,2023-08-11T17:00:00+00:00,PT60M
12,0,2023-08-11T18:00:00+00:00,PT60M
11,0,2023-08-11T19:00:00+00:00,PT60M
10,0,2023-08-11T20:00:00+00:00,PT60M
9,0,2023-08-11T21:00:00+00:00,PT60M
9,0,2023-08-11T22:00:00+00:00,PT60M
8,0,2023-08-11T23:00:00+00:00,PT60M
7,0,2023-08-12T00:00:00+00:00,PT60M
7,0,2023-08-12T01:00:00+00:00,PT60M
6,0,2023-08-12T02:00:00+00:00,PT60M
5,0,2023-08-12T03:00:00+00:00,PT60M
5,0,2023-08-12T04:00:00+00:00,PT60M
5,4,2023-08-12T05:00:00+00:00,PT60M
8,101,2023-08-12T06:00:00+00:00,PT60M
12,322,2023-08-12T07:00:00+00:00,PT60M
15,529,2023-08-12T08:00:00+00:00,PT60M
18,673,2023-08-12T09:00:00+00:00,PT60M
19,714,2023-08-12T10:00:00+00:00,PT60M
20,601,2023-08-12T11:00:00+00:00,PT60M
20,483,2023-08-12T12:00:00+00:00,PT60M
21,409,2023-08-12T13:00:00+00:00,PT60M
20,340,2023-08-12T14:00:00+00:00,PT60M
19,203,2023-08-12T15:00:00+00:00,PT60M
17,34,2023-08-12T16:00:00+00:00,PT60M
15,0,2023-08-12T17:00:00+00:00,PT60M
14,0,2023-08-12T18:00:00+00:00,PT60M
13,0,2023-08-12T19:00:00+00:00,PT60M
12,0,2023-08-12T20:00:00+00:00,PT60M
10,0,2023-08-12T21:00:00+00:00,PT60M
11,0,2023-08-12T22:00:00+00:00,PT60M
11,0,2023-08-12T23:00:00+00:00,PT60M
11,0,2023-08-13T00:00:00+00:00,PT60M
10,0,2023-08-13T01:00:00+00:00,PT60M
9,0,2023-08-13T02:00:00+00:00,PT60M
8,0,2023-08-13T03:00:00+00:00,PT60M
7,0,2023-08-13T04:00:00+00:00,PT60M
7,4,2023-08-13T05:00:00+00:00,PT60M
9,128,2023-08-13T06:00:00+00:00,PT60M
13,339,2023-08-13T07:00:00+00:00,PT60M
18,530,2023-08-13T08:00:00+00:00,PT60M
21,676,2023-08-13T09:00:00+00:00,PT60M
22,768,2023-08-13T10:00:00+00:00,PT60M
23,782,2023-08-13T11:00:00+00:00,PT60M
24,725,2023-08-13T12:00:00+00:00,PT60M
24,594,2023-08-13T13:00:00+00:00,PT60M
23,412,2023-08-13T14:00:00+00:00,PT60M
23,210,2023-08-13T15:00:00+00:00,PT60M
21,34,2023-08-13T16:00:00+00:00,PT60M
19,0,2023-08-13T17:00:00+00:00,PT60M
16,0,2023-08-13T18:00:00+00:00,PT60M
14,0,2023-08-13T19:00:00+00:00,PT60M
13,0,2023-08-13T20:00:00+00:00,PT60M
12,0,2023-08-13T21:00:00+00:00,PT60M
12,0,2023-08-13T22:00:00+00:00,PT60M
11,0,2023-08-13T23:00:00+00:00,PT60M
11,0,2023-08-14T00:00:00+00:00,PT60M
11,0,2023-08-14T01:00:00+00:00,PT60M
11,0,2023-08-14T02:00:00+00:00,PT60M
12,0,2023-08-14T03:00:00+00:00,PT60M
13,0,2023-08-14T04:00:00+00:00,PT60M
12,4,2023-08-14T05:00:00+00:00,PT60M
13,127,2023-08-14T06:00:00+00:00,PT60M
15,344,2023-08-14T07:00:00+00:00,PT60M
18,538,2023-08-14T08:00:00+00:00,PT60M
20,684,2023-08-14T09:00:00+00:00,PT60M
22,771,2023-08-14T10:00:00+00:00,PT60M
24,790,2023-08-14T11:00:00+00:00,PT60M
25,737,2023-08-14T12:00:00+00:00,PT60M
25,615,2023-08-14T13:00:00+00:00,PT60M
25,439,2023-08-14T14:00:00+00:00,PT60M
24,230,2023-08-14T15:00:00+00:00,PT60M
22,39,2023-08-14T16:00:00+00:00,PT60M
19,0,2023-08-14T17:00:00+00:00,PT60M
16,0,2023-08-14T18:00:00+00:00,PT60M
15,0,2023-08-14T19:00:00+00:00,PT60M
